ID,TRACT,GEOID,label,nhousingUn,nMobileHom,yearBuilt,nBadPlumbi,nBadKitche,nRooms,nBedrooms,medHHinc,Population,MedianAge,PopInHouse,nHousehold,Families
6056,509105,6085509105,"Census Tract 5091.05, Santa Clara County, California",2866,442,1974,0,0,3.9,1.919051,77811,5624,34.9,5624,2812,1318
6057,509106,6085509106,"Census Tract 5091.06, Santa Clara County, California",1641,0,1965,0,0,3.7,1.991469,71214,4004,33.4,3905,1610,945
6058,509107,6085509107,"Census Tract 5091.07, Santa Clara County, California",2146,0,1972,0,0,3.2,1.416589,69415,5018,29.3,5018,2123,1103
6059,509108,6085509108,"Census Tract 5091.08, Santa Clara County, California",1950,0,1969,29,19,3.8,1.731795,61474,4699,32.5,4699,1909,1009
6060,509109,6085509109,"Census Tract 5091.09, Santa Clara County, California",1856,0,1981,0,0,4.3,2.104526,84598,3517,33.2,3517,1665,834
6061,509201,6085509201,"Census Tract 5092.01, Santa Clara County, California",2521,128,1974,0,0,3.7,1.703689,67134,4294,35.1,4294,2124,930
6062,509202,6085509202,"Census Tract 5092.02, Santa Clara County, California",1989,7,1968,0,16,4.1,2.120161,72043,4716,35.6,4716,1961,1043
6063,509302,6085509302,"Census Tract 5093.02, Santa Clara County, California",1093,0,1957,3,0,5.1,2.73193,85599,2688,38,2685,1081,678
6064,509303,6085509303,"Census Tract 5093.03, Santa Clara County, California",1684,0,1974,0,6,3.2,1.540974,57540,3294,36.8,3196,1672,687
6065,509304,6085509304,"Census Tract 5093.04, Santa Clara County, California",1245,8,1970,16,4,3.9,1.791968,75858,2834,32,2828,1217,573
6066,509401,6085509401,"Census Tract 5094.01, Santa Clara County, California",1622,17,1969,0,0,2.8,1.364365,61397,3052,32.4,3052,1585,636
6067,509403,6085509403,"Census Tract 5094.03, Santa Clara County, California",2084,0,1968,26,15,2.8,1.246641,52754,4663,30,4663,2058,891
6068,509404,6085509404,"Census Tract 5094.04, Santa Clara County, California",2300,0,1978,7,10,3.5,1.731304,61699,5765,30.8,5752,2245,1181
6069,5095,6085509500,"Census Tract 5095, Santa Clara County, California",2377,0,1964,9,18,3.4,1.660496,62340,5484,31.1,5465,2280,1102
6070,5096,6085509600,"Census Tract 5096, Santa Clara County, California",1309,0,1967,5,0,3.5,1.618793,73017,2371,34.4,2368,1218,490
6071,5097,6085509700,"Census Tract 5097, Santa Clara County, California",1498,0,1961,6,0,4,1.965287,72167,3122,35.3,3122,1423,733
6072,509801,6085509801,"Census Tract 5098.01, Santa Clara County, California",2150,0,1957,0,14,4.8,2.307907,77259,4926,38,4905,2129,1255
6073,509802,6085509802,"Census Tract 5098.02, Santa Clara County, California",1080,0,1957,5,5,5.1,2.565741,81013,2557,38.1,2551,1094,675
6074,509901,6085509901,"Census Tract 5099.01, Santa Clara County, California",742,0,1960,0,0,6.5,3.142857,91935,2030,46.2,1790,725,537
6075,509902,6085509902,"Census Tract 5099.02, Santa Clara County, California",1954,198,1968,0,0,6.4,3.117707,93511,4686,44.6,4591,1886,1268
6076,510001,6085510001,"Census Tract 5100.01, Santa Clara County, California",2118,8,1959,0,13,7,3.736544,130176,5973,43.3,5834,2083,1719
6077,510002,6085510002,"Census Tract 5100.02, Santa Clara County, California",1308,0,1956,6,0,6.7,3.397554,120462,3550,42.5,3542,1298,1040
6078,5101,6085510100,"Census Tract 5101, Santa Clara County, California",1104,0,1963,0,0,7.5,3.853261,143409,2947,45.9,2946,1093,916
6079,5102,6085510200,"Census Tract 5102, Santa Clara County, California",1536,0,1955,0,0,6.9,3.4375,135443,4207,42.7,4205,1507,1245
6080,5103,6085510300,"Census Tract 5103, Santa Clara County, California",1721,0,1963,0,7,6,2.850668,105128,3752,46.1,3745,1666,1068
6081,5104,6085510400,"Census Tract 5104, Santa Clara County, California",1139,8,1958,7,7,6.3,3.154522,116090,2979,43.3,2950,1124,860
6082,5105,6085510500,"Census Tract 5105, Santa Clara County, California",1801,0,1959,7,65,6.7,3.108828,147023,4542,47.8,4309,1700,1276
6083,5106,6085510600,"Census Tract 5106, Santa Clara County, California",2405,126,1959,0,6,4.8,2.477755,85e3,5691,40.8,5691,2358,1508
6084,5107,6085510700,"Census Tract 5107, Santa Clara County, California",1832,0,1959,17,53,3.9,2.021288,65686,4200,35.9,4061,1787,937
6085,510801,6085510801,"Census Tract 5108.01, Santa Clara County, California",1720,0,1957,11,5,6.3,3.447093,101952,4503,42.9,4503,1684,1271
6086,510802,6085510802,"Census Tract 5108.02, Santa Clara County, California",892,0,1959,0,0,5.5,2.800448,87081,2094,46.6,2094,882,603
6087,510803,6085510803,"Census Tract 5108.03, Santa Clara County, California",1052,0,1957,0,13,5,2.427757,85392,2481,39.9,2481,1057,613
6088,5109,6085510900,"Census Tract 5109, Santa Clara County, California",2087,9,1955,0,0,5.3,2.764734,98501,4993,39.2,4979,2034,1321
6089,5110,6085511e3,"Census Tract 5110, Santa Clara County, California",2418,0,1958,9,9,5.1,2.641439,85298,6194,37.4,6183,2381,1587
6090,5111,6085511100,"Census Tract 5111, Santa Clara County, California",1964,5,1953,0,0,6.4,3.39053,121335,5128,43.6,5111,1924,1465
6091,5112,6085511200,"Census Tract 5112, Santa Clara County, California",1869,0,1942,0,4,6.7,3.276619,137175,4666,41.5,4661,1821,1267
6092,5113,6085511300,"Census Tract 5113, Santa Clara County, California",4380,0,1962,31,226,3.3,1.473516,68605,7311,40.6,6952,4163,1281
6093,5114,6085511400,"Census Tract 5114, Santa Clara County, California",1483,0,1939,13,13,6.9,3.240728,146896,3605,41.5,3600,1431,976
6094,5115,6085511500,"Census Tract 5115, Santa Clara County, California",3107,9,1961,0,27,4.6,2.424203,95710,6496,40.4,6496,2999,1619
6095,511604,6085511604,"Census Tract 5116.04, Santa Clara County, California",1153,0,1971,0,0,3,1.343452,46944,7758,20.7,1549,1009,270
6096,511605,6085511605,"Census Tract 5116.05, Santa Clara County, California",283,0,1995,9,9,1.7,0.558304,39803,280,27.3,280,244,15
6097,511606,6085511606,"Census Tract 5116.06, Santa Clara County, California",1646,0,1974,0,9,3,1.644593,30701,3864,25.6,3864,1617,619
6098,511607,6085511607,"Census Tract 5116.07, Santa Clara County, California",190,0,1982,0,0,3.4,2.257895,41250,424,25.3,424,192,5
6099,511701,6085511701,"Census Tract 5117.01, Santa Clara County, California",1443,6,1965,5,0,8,4.026334,169381,4048,46.5,4048,1411,1203
6100,511702,6085511702,"Census Tract 5117.02, Santa Clara County, California",971,0,1958,8,0,7,3.494336,139736,2637,44,2637,948,776
6101,511703,6085511703,"Census Tract 5117.03, Santa Clara County, California",3085,18,1972,3,22,7.5,3.674554,147585,8135,47.3,7851,2957,2251
6102,5118,6085511800,"Census Tract 5118, Santa Clara County, California",1627,14,1957,0,0,5.5,2.737554,104655,3921,39.9,3870,1517,1005
6103,511901,6085511901,"Census Tract 5119.01, Santa Clara County, California",2978,0,1971,0,0,5.2,2.621222,66875,8765,32.4,8742,2866,2123
6104,511905,6085511905,"Census Tract 5119.05, Santa Clara County, California",1071,0,1973,0,0,6.6,3.70028,102652,2879,40.5,2879,1054,842
6105,511907,6085511907,"Census Tract 5119.07, Santa Clara County, California",1344,0,1968,0,0,7.1,3.673363,103721,3979,39,3979,1333,1110
6106,511909,6085511909,"Census Tract 5119.09, Santa Clara County, California",2576,0,1984,8,0,7.5,3.915761,134627,7929,39.2,7929,2557,2267
6107,511910,6085511910,"Census Tract 5119.10, Santa Clara County, California",1071,0,1968,6,3,7.9,3.92437,128749,3063,42.4,3063,1057,942
6108,511911,6085511911,"Census Tract 5119.11, Santa Clara County, California",1811,14,1981,0,0,6.6,3.161237,100215,4828,38,4795,1772,1307
6109,511912,6085511912,"Census Tract 5119.12, Santa Clara County, California",1724,0,1979,6,6,7.4,3.941415,121953,5394,38.7,5386,1708,1542
6110,511913,6085511913,"Census Tract 5119.13, Santa Clara County, California",1434,0,1973,6,0,7.9,4.122734,123115,4293,40.1,4293,1428,1260
6111,511914,6085511914,"Census Tract 5119.14, Santa Clara County, California",1969,0,1975,12,7,7.5,3.874048,119882,5752,41,5746,1951,1676
6112,512001,6085512001,"Census Tract 5120.01, Santa Clara County, California",1789,4,1990,0,0,6.3,3.455562,113489,5658,32.5,5658,1760,1465
6113,512002,6085512002,"Census Tract 5120.02, Santa Clara County, California",2410,643,1986,0,0,5.5,2.799585,76631,7600,31.6,7600,2355,1843
6114,512005,6085512005,"Census Tract 5120.05, Santa Clara County, California",2199,0,1972,0,0,6.6,3.452933,82355,6871,34.6,6855,2180,1816
6115,512014,6085512014,"Census Tract 5120.14, Santa Clara County, California",1842,0,1969,8,0,6.4,3.470141,89079,5779,35.7,5763,1829,1537
6116,512015,6085512015,"Census Tract 5120.15, Santa Clara County, California",1736,0,1968,8,8,6.6,3.50288,83539,5505,35,5505,1725,1436
6117,512016,6085512016,"Census Tract 5120.16, Santa Clara County, California",3326,382,1978,8,18,4.8,2.452495,66226,8417,33.1,8417,3243,2180
6118,512017,6085512017,"Census Tract 5120.17, Santa Clara County, California",1999,95,1975,12,11,5.5,2.856428,73701,7706,30.9,7704,1984,1652
6119,512018,6085512018,"Census Tract 5120.18, Santa Clara County, California",2395,142,1973,18,7,4.1,2.202923,54617,9149,27.4,9149,2341,1942
6120,512019,6085512019,"Census Tract 5120.19, Santa Clara County, California",1554,0,1976,0,0,5.4,2.978121,80345,4796,32.7,4777,1543,1146
6121,512020,6085512020,"Census Tract 5120.20, Santa Clara County, California",2313,0,1983,0,0,3.3,1.857328,69736,5717,30,5717,2292,1312
6122,512021,6085512021,"Census Tract 5120.21, Santa Clara County, California",2043,285,1980,0,0,5.7,3.17768,83028,6302,34.1,6255,2015,1532
6123,512022,6085512022,"Census Tract 5120.22, Santa Clara County, California",1845,743,1975,21,21,4.4,2.140921,53691,4947,33.2,4941,1823,1184
6124,512023,6085512023,"Census Tract 5120.23, Santa Clara County, California",1948,0,1976,5,5,3.8,2.062628,61055,5528,29.4,5528,1912,1352
6125,512024,6085512024,"Census Tract 5120.24, Santa Clara County, California",1307,0,1976,0,0,5.8,3.165264,71496,3725,34.3,3725,1294,970
6126,512025,6085512025,"Census Tract 5120.25, Santa Clara County, California",801,0,1975,7,0,7.2,4.036205,119046,2644,37.7,2639,798,719
6127,512026,6085512026,"Census Tract 5120.26, Santa Clara County, California",1428,0,1977,7,8,5,2.742997,73631,4333,33.8,4228,1414,1058
6128,512027,6085512027,"Census Tract 5120.27, Santa Clara County, California",1539,0,1982,14,15,4,2.216374,57016,3880,32.2,3880,1505,882
6129,512028,6085512028,"Census Tract 5120.28, Santa Clara County, California",1711,6,1970,0,0,6.3,3.604909,90458,5486,33.6,5479,1685,1406
6130,512029,6085512029,"Census Tract 5120.29, Santa Clara County, California",2312,0,1969,0,0,5.9,3.107266,79664,6871,35.2,6871,2291,1727
6131,512030,6085512030,"Census Tract 5120.30, Santa Clara County, California",983,0,1967,0,0,7,3.850458,100734,3168,35.7,3168,979,836
6132,512031,6085512031,"Census Tract 5120.31, Santa Clara County, California",1399,4,1973,0,0,6.3,3.493209,90835,4489,35,4489,1391,1180
6133,512032,6085512032,"Census Tract 5120.32, Santa Clara County, California",1037,0,1974,0,0,6,3.491803,80808,3485,33.6,3485,1023,861
6134,512033,6085512033,"Census Tract 5120.33, Santa Clara County, California",2031,0,1975,0,0,6.2,3.299852,90072,6220,34.7,6207,2032,1633
6135,512034,6085512034,"Census Tract 5120.34, Santa Clara County, California",1051,0,1974,0,0,5.8,3.170314,80566,3122,34.3,3122,1030,766
6136,512035,6085512035,"Census Tract 5120.35, Santa Clara County, California",1369,0,1975,4,4,6.4,3.726077,96364,4287,35.2,4287,1365,1103
6137,5121,6085512100,"Census Tract 5121, Santa Clara County, California",521,66,1971,0,7,5.7,2.942418,67404,1783,33.7,1593,479,383
6138,5122,6085512200,"Census Tract 5122, Santa Clara County, California",1201,104,1973,24,34,6,2.960866,91051,3143,41.8,3113,1095,853
6139,512304,6085512304,"Census Tract 5123.04, Santa Clara County, California",2835,472,1989,28,32,5.3,2.723457,62721,8451,31.4,8415,2727,2060
6140,512305,6085512305,"Census Tract 5123.05, Santa Clara County, California",1100,10,1981,0,0,6.8,3.374545,112859,3328,38.2,3310,1064,906
6141,512306,6085512306,"Census Tract 5123.06, Santa Clara County, California",2860,141,1976,35,24,4.9,2.504196,59931,9207,31.3,8898,2818,2135
6142,512307,6085512307,"Census Tract 5123.07, Santa Clara County, California",2190,305,1979,8,0,6.6,3.394521,86577,6257,37.6,6257,2156,1726
6143,512308,6085512308,"Census Tract 5123.08, Santa Clara County, California",1849,14,1979,0,0,7.1,3.444565,112333,5727,36.7,5712,1799,1553
6144,512309,6085512309,"Census Tract 5123.09, Santa Clara County, California",1595,5,1979,10,0,7.2,3.656426,110207,4778,37.2,4761,1570,1327
6145,512401,6085512401,"Census Tract 5124.01, Santa Clara County, California",1292,51,1971,12,13,6.2,3.017802,7e4,4293,37.3,4196,1258,1037
6146,512402,6085512402,"Census Tract 5124.02, Santa Clara County, California",1489,73,1974,7,15,6.3,3.224983,89669,4791,38.1,4722,1426,1190
6147,512503,6085512503,"Census Tract 5125.03, Santa Clara County, California",2027,11,1990,0,0,6.7,3.575234,97037,6332,34.3,6332,2004,1741
6148,512505,6085512505,"Census Tract 5125.05, Santa Clara County, California",1645,22,1981,8,0,4.9,2.575076,60313,5302,28.3,5281,1588,1229
6149,512506,6085512506,"Census Tract 5125.06, Santa Clara County, California",1633,42,1977,17,10,4.8,2.36436,58281,5949,27.6,5891,1615,1345
6150,512507,6085512507,"Census Tract 5125.07, Santa Clara County, California",2515,208,1978,25,47,6.2,3.06163,71063,8022,31.4,7959,2418,1966
6151,512508,6085512508,"Census Tract 5125.08, Santa Clara County, California",2476,8,1971,7,25,5.6,2.776656,55634,7736,32.8,7723,2430,1841
6152,512601,6085512601,"Census Tract 5126.01, Santa Clara County, California",2071,180,1970,14,21,4.1,2.034766,41599,8773,25.9,8604,2024,1635
6153,512602,6085512602,"Census Tract 5126.02, Santa Clara County, California",807,41,1968,49,23,5.3,2.630731,50368,3137,30.1,2603,738,599
6154,5127,6085512700,"Census Tract 5127, Santa Clara County, California",295,5,1973,26,18,6.1,2.80678,80234,819,39.5,754,275,209
6155,530003,6037530003,"Census Tract 5300.03, Los Angeles County, California",946,9,1963,0,0,6.3,3.27167,70951,2942,43.9,2935,953,812
6156,530004,6037530004,"Census Tract 5300.04, Los Angeles County, California",1259,0,1963,6,8,4.4,2.328832,42072,3773,35.6,3605,1205,920
6157,530005,6037530005,"Census Tract 5300.05, Los Angeles County, California",1404,9,1973,0,15,6.4,3.663105,75807,4478,43.8,4466,1379,1203
6158,530006,6037530006,"Census Tract 5300.06, Los Angeles County, California",1501,0,1970,9,14,3.7,1.958028,41801,3929,31.9,3929,1477,1040
6159,530101,6037530101,"Census Tract 5301.01, Los Angeles County, California",1706,4,1960,74,89,3.4,1.502345,27887,5208,29.4,5206,1641,1240
6160,530102,6037530102,"Census Tract 5301.02, Los Angeles County, California",1711,0,1957,5,21,3.9,1.897136,33445,5079,35.9,4981,1664,1184
6161,530202,6037530202,"Census Tract 5302.02, Los Angeles County, California",1210,0,1951,5,31,4.9,2.17438,41667,4038,33.7,4031,1187,956
6162,530203,6037530203,"Census Tract 5302.03, Los Angeles County, California",1106,0,1961,0,10,3.6,1.864376,31979,3377,29.6,3374,1059,841
6163,530204,6037530204,"Census Tract 5302.04, Los Angeles County, California",1188,0,1954,0,23,3.9,1.739057,30486,3690,31.2,3690,1153,895
6164,530301,6037530301,"Census Tract 5303.01, Los Angeles County, California",666,0,1949,33,6,3.4,1.542042,28608,2260,29.4,2256,627,506
6165,530302,6037530302,"Census Tract 5303.02, Los Angeles County, California",1776,0,1954,19,26,3.8,1.684122,31898,6597,28.4,6562,1745,1430
6166,5304,6037530400,"Census Tract 5304, Los Angeles County, California",1244,0,1961,8,27,4.2,2.110129,24630,3853,33.4,3843,1219,908
6167,5305,6037530500,"Census Tract 5305, Los Angeles County, California",1178,0,1959,10,19,3.7,1.785229,28369,4576,26.8,4568,1135,893
6168,530601,6037530601,"Census Tract 5306.01, Los Angeles County, California",824,0,1952,23,16,4.1,2.054612,31816,3489,27.5,3489,821,712
6169,530602,6037530602,"Census Tract 5306.02, Los Angeles County, California",395,8,1951,0,36,4.4,1.95443,32679,1604,29,1506,354,287
6170,5307,6037530700,"Census Tract 5307, Los Angeles County, California",556,0,1950,18,14,3.5,1.785971,30545,2100,26.5,2097,501,416
6171,530801,6037530801,"Census Tract 5308.01, Los Angeles County, California",1462,0,1953,78,89,3.8,1.887141,34071,6172,25.2,6172,1364,1191
6172,530802,6037530802,"Census Tract 5308.02, Los Angeles County, California",906,0,1957,23,40,3.9,1.899558,30114,3672,25.9,3658,846,717
6173,530901,6037530901,"Census Tract 5309.01, Los Angeles County, California",914,3,1947,7,14,3.8,1.891685,26250,3954,25.1,3954,872,765
6174,530902,6037530902,"Census Tract 5309.02, Los Angeles County, California",1109,7,1957,20,23,3.4,1.739405,22266,4010,27.6,3991,1070,798
6175,5310,6037531e3,"Census Tract 5310, Los Angeles County, California",1336,18,1953,31,41,3.6,1.80015,29762,5511,26.5,5493,1264,1110
6176,531101,6037531101,"Census Tract 5311.01, Los Angeles County, California",1273,7,1951,34,38,3.1,1.4226240000000001,27401,5229,27.1,5224,1231,1025
6177,531102,6037531102,"Census Tract 5311.02, Los Angeles County, California",788,0,1954,0,0,3.5,1.5,30521,2944,26.2,2944,756,559
6178,531201,6037531201,"Census Tract 5312.01, Los Angeles County, California",1263,3,1957,8,25,3.3,1.525732,29412,5558,24.6,5552,1203,1057
6179,531202,6037531202,"Census Tract 5312.02, Los Angeles County, California",1169,0,1953,5,17,3.3,1.517536,25156,4990,24.9,4990,1137,960
6180,531301,6037531301,"Census Tract 5313.01, Los Angeles County, California",1247,0,1959,18,5,3.3,1.526063,27759,5490,25.8,5343,1198,1063
6181,531302,6037531302,"Census Tract 5313.02, Los Angeles County, California",1490,0,1953,43,65,3.4,1.693289,29261,6568,25.5,6544,1433,1278
6182,531501,6037531501,"Census Tract 5315.01, Los Angeles County, California",1841,0,1955,63,76,3.7,1.727865,27633,7634,26.1,7633,1775,1522
6183,531502,6037531502,"Census Tract 5315.02, Los Angeles County, California",785,6,1961,28,46,3.5,1.419108,32337,3367,25.8,3347,760,669
6184,531602,6037531602,"Census Tract 5316.02, Los Angeles County, California",1138,0,1957,31,19,3.2,1.359402,23068,4407,26.4,4405,1101,872
6185,531603,6037531603,"Census Tract 5316.03, Los Angeles County, California",858,0,1959,13,13,3.3,1.560606,26575,3539,26.4,3539,829,712
6186,531604,6037531604,"Census Tract 5316.04, Los Angeles County, California",913,10,1960,21,16,3,1.466594,24847,3742,25.4,3742,880,749
6187,531701,6037531701,"Census Tract 5317.01, Los Angeles County, California",1385,0,1955,6,28,3.6,1.625993,28630,5546,26.3,5546,1339,1160
6188,531702,6037531702,"Census Tract 5317.02, Los Angeles County, California",1337,24,1951,28,87,3,1.341062,22614,4673,27,4671,1269,1016
6189,5318,6037531800,"Census Tract 5318, Los Angeles County, California",1316,0,1953,13,32,3.5,1.641337,28806,5274,26,5274,1278,1105
6190,531901,6037531901,"Census Tract 5319.01, Los Angeles County, California",1734,5,1950,59,47,3,1.428489,31108,6402,27.3,6402,1670,1373
6191,531902,6037531902,"Census Tract 5319.02, Los Angeles County, California",1134,6,1951,23,6,3.7,1.723986,30189,4040,29.1,4040,1095,915
6192,532001,6037532001,"Census Tract 5320.01, Los Angeles County, California",918,0,1950,12,0,3.8,1.723312,29773,3182,29.5,3182,895,718
6193,532002,6037532002,"Census Tract 5320.02, Los Angeles County, California",931,195,1960,0,6,3.5,1.718582,30368,3109,28.8,3109,889,673
6194,532101,6037532101,"Census Tract 5321.01, Los Angeles County, California",1728,12,1965,34,39,3.5,1.73669,33429,6593,24.8,6581,1673,1408
6195,532102,6037532102,"Census Tract 5321.02, Los Angeles County, California",1024,0,1956,0,21,4.8,2.040039,36314,3501,31.2,3501,996,807
6196,5322,6037532200,"Census Tract 5322, Los Angeles County, California",1782,0,1963,28,8,3.6,1.840629,32739,6773,25.9,6773,1723,1492
6197,532302,6037532302,"Census Tract 5323.02, Los Angeles County, California",1118,0,1956,5,12,3.7,1.700358,33065,4584,27.3,4484,1087,948
6198,532303,6037532303,"Census Tract 5323.03, Los Angeles County, California",1280,4,1957,49,13,3.9,1.914844,33083,4453,30.5,4452,1251,1015
6199,532304,6037532304,"Census Tract 5323.04, Los Angeles County, California",963,0,1968,12,20,3.7,1.736241,36276,3877,28.3,3479,930,708
6200,5324,6037532400,"Census Tract 5324, Los Angeles County, California",26,0,1960,0,0,5.1,1.923077,6e4,91,28.8,91,25,23
6201,5325,6037532500,"Census Tract 5325, Los Angeles County, California",1135,0,1960,13,10,3.1,1.476652,34509,4343,26,4343,1091,964
6202,532603,6037532603,"Census Tract 5326.03, Los Angeles County, California",804,0,1961,15,15,3.1,1.31592,28958,3492,24.4,3492,771,681
6203,532604,6037532604,"Census Tract 5326.04, Los Angeles County, California",681,0,1965,15,7,2.9,1.516887,31221,2996,23.8,2996,660,592
6204,532605,6037532605,"Census Tract 5326.05, Los Angeles County, California",1078,0,1983,24,52,2.6,1.179035,22383,3745,26.9,3745,1012,771
6205,532606,6037532606,"Census Tract 5326.06, Los Angeles County, California",1278,0,1967,31,45,2.8,1.259781,26288,4390,27.9,4304,1239,931
6206,5327,6037532700,"Census Tract 5327, Los Angeles County, California",639,17,1953,18,10,3.1,1.386541,25341,2777,23.7,2777,616,551
6207,5328,6037532800,"Census Tract 5328, Los Angeles County, California",1112,4,1959,21,40,3.1,1.366906,23857,4387,22.9,4387,1025,861
6208,5329,6037532900,"Census Tract 5329, Los Angeles County, California",1553,0,1954,15,27,2.7,1.257566,19569,6389,22.4,6389,1469,1242
6209,5330,6037533e3,"Census Tract 5330, Los Angeles County, California",1613,0,1958,39,35,3.3,1.412895,24731,7166,24.1,7165,1555,1414
6210,533103,6037533103,"Census Tract 5331.03, Los Angeles County, California",873,0,1960,0,7,2.4,1.084765,28250,3892,24.1,3892,876,782
6211,533104,6037533104,"Census Tract 5331.04, Los Angeles County, California",1271,0,1964,24,17,1.8,0.705744,20911,4219,26.2,4206,1229,882
6212,533105,6037533105,"Census Tract 5331.05, Los Angeles County, California",653,0,1960,50,53,2.3,0.941807,22361,2787,24.3,2744,630,554
6213,533106,6037533106,"Census Tract 5331.06, Los Angeles County, California",436,7,1951,0,0,3.1,1.41055,27941,1820,25.5,1804,426,371
6214,533107,6037533107,"Census Tract 5331.07, Los Angeles County, California",1000,0,1957,11,6,2.8,1.242,27693,3781,25.8,3781,980,818
6215,533201,6037533201,"Census Tract 5332.01, Los Angeles County, California",702,0,1958,0,9,3,1.232194,26134,2992,24.1,2992,672,621
6216,533202,6037533202,"Census Tract 5332.02, Los Angeles County, California",674,0,1951,13,10,3.3,1.649852,33750,2862,27.1,2862,654,591
6217,533203,6037533203,"Census Tract 5332.03, Los Angeles County, California",540,0,1961,6,14,3.4,1.466667,34236,2344,24.5,2340,527,478
6218,5333,6037533300,"Census Tract 5333, Los Angeles County, California",867,0,1959,26,7,3,1.236448,31541,3778,23.5,3778,848,745
6219,533401,6037533401,"Census Tract 5334.01, Los Angeles County, California",1155,8,1957,26,19,3.1,1.277922,26823,5051,25.5,5051,1118,1009
6220,533402,6037533402,"Census Tract 5334.02, Los Angeles County, California",1019,0,1955,0,0,2.9,1.436703,28942,4111,25.6,4111,991,874
6221,533403,6037533403,"Census Tract 5334.03, Los Angeles County, California",787,0,1954,0,7,3.2,1.45108,34e3,3390,25.9,3296,758,678
6222,533501,6037533501,"Census Tract 5335.01, Los Angeles County, California",756,0,1953,30,32,2.9,1.358466,27044,3362,23.8,3362,734,677
6223,533502,6037533502,"Census Tract 5335.02, Los Angeles County, California",569,0,1957,0,6,2.8,1.142355,28512,2403,25.4,2403,560,492
6224,533503,6037533503,"Census Tract 5335.03, Los Angeles County, California",536,0,1961,0,0,2.8,1.337687,26250,2285,24.7,2285,530,477
6225,533601,6037533601,"Census Tract 5336.01, Los Angeles County, California",1136,0,1959,15,23,3,1.411972,27969,4670,25.1,4666,1102,969
6226,533602,6037533602,"Census Tract 5336.02, Los Angeles County, California",1591,55,1962,8,47,3.1,1.30044,29764,6243,25.1,6226,1528,1291
6227,533603,6037533603,"Census Tract 5336.03, Los Angeles County, California",1701,0,1960,8,38,3,1.376249,29765,6463,25.8,6463,1641,1359
6228,533701,6037533701,"Census Tract 5337.01, Los Angeles County, California",1023,0,1958,40,87,3,1.330401,32043,3877,25.6,3877,967,798
6229,533702,6037533702,"Census Tract 5337.02, Los Angeles County, California",856,0,1958,28,37,3.5,1.464953,30519,3663,24.5,3663,834,745
6230,533703,6037533703,"Census Tract 5337.03, Los Angeles County, California",994,0,1959,23,14,2.9,1.350101,30360,4213,24.1,4213,953,849
6231,533801,6037533801,"Census Tract 5338.01, Los Angeles County, California",1959,201,1963,0,24,2.8,1.335375,28500,7909,25.4,7892,1898,1632
6232,533803,6037533803,"Census Tract 5338.03, Los Angeles County, California",1623,0,1957,0,8,3.1,1.415896,32274,6404,26.5,6307,1582,1378
6233,533804,6037533804,"Census Tract 5338.04, Los Angeles County, California",1205,164,1961,0,12,3.2,1.420747,32333,4579,26.3,4572,1167,987
6234,533901,6037533901,"Census Tract 5339.01, Los Angeles County, California",1465,14,1960,44,25,3.6,1.730375,30913,6588,23.5,6588,1410,1287
6235,533902,6037533902,"Census Tract 5339.02, Los Angeles County, California",971,0,1973,11,0,2.9,1.376931,29545,4251,24.8,4251,941,864
6236,534001,6037534001,"Census Tract 5340.01, Los Angeles County, California",1263,37,1961,19,39,3.5,1.556611,29472,5686,23.2,5663,1221,1108
6237,534002,6037534002,"Census Tract 5340.02, Los Angeles County, California",927,43,1965,11,9,3.6,1.720604,36779,4196,25.5,4034,899,792
6238,534101,6037534101,"Census Tract 5341.01, Los Angeles County, California",513,10,1965,9,6,3.5,1.617934,32300,2401,24.2,2401,520,479
6239,534102,6037534102,"Census Tract 5341.02, Los Angeles County, California",1550,63,1963,31,32,2.8,1.323871,28284,6745,23.5,6745,1477,1332
6240,534201,6037534201,"Census Tract 5342.01, Los Angeles County, California",1014,164,1967,8,24,2.8,1.208087,30674,4562,23.5,4439,976,850
6241,534202,6037534202,"Census Tract 5342.02, Los Angeles County, California",1284,21,1964,9,16,2.8,1.370717,32257,6290,22.7,6142,1243,1146
6242,534203,6037534203,"Census Tract 5342.03, Los Angeles County, California",801,37,1963,0,8,3.1,1.513109,31783,3335,24.2,3335,779,653
6243,534301,6037534301,"Census Tract 5343.01, Los Angeles County, California",1116,162,1963,11,6,3.3,1.483871,26921,4533,24.7,4533,1089,951
6244,534302,6037534302,"Census Tract 5343.02, Los Angeles County, California",811,0,1965,8,11,3.8,1.758323,34679,3927,22.2,3927,796,749
6245,534403,6037534403,"Census Tract 5344.03, Los Angeles County, California",718,0,1959,0,15,3.3,1.488858,35250,2975,25.5,2975,701,621
6246,534404,6037534404,"Census Tract 5344.04, Los Angeles County, California",973,174,1962,13,8,3.4,1.463515,24784,3875,24.5,3875,945,816
6247,534405,6037534405,"Census Tract 5344.05, Los Angeles County, California",978,77,1967,25,0,3,1.440695,24786,4435,23.5,4424,961,824
6248,534406,6037534406,"Census Tract 5344.06, Los Angeles County, California",946,0,1966,20,0,3.3,1.700846,29079,4463,22.8,4462,927,848
6249,534501,6037534501,"Census Tract 5345.01, Los Angeles County, California",1328,0,1952,5,18,3.4,1.671687,40019,5402,27.3,5383,1276,1104
6250,534502,6037534502,"Census Tract 5345.02, Los Angeles County, California",1018,0,1956,10,0,3.4,1.574656,41905,4222,26.8,4222,991,875
