ID,TRACT,GEOID,label,nhousingUn,nMobileHom,yearBuilt,nBadPlumbi,nBadKitche,nRooms,nBedrooms,medHHinc,Population,MedianAge,PopInHouse,nHousehold,Families
4543,231710,6037231710,"Census Tract 2317.10, Los Angeles County, California",1257,0,1958,51,64,2.6,1.106603,15122,4324,24.1,4324,1141,888
4544,231720,6037231720,"Census Tract 2317.20, Los Angeles County, California",1231,0,1956,37,18,3.2,1.492283,16441,4194,24.1,4194,1124,817
4545,2318,6037231800,"Census Tract 2318, Los Angeles County, California",1611,8,1951,53,35,2.7,1.092489,18414,5772,24.5,5772,1478,1119
4546,2319,6037231900,"Census Tract 2319, Los Angeles County, California",1600,0,1947,45,36,2.9,1.37375,19587,6092,24.7,6053,1443,1131
4547,232110,6037232110,"Census Tract 2321.10, Los Angeles County, California",918,8,1949,0,8,3.3,1.46732,21434,2951,26.5,2951,803,619
4548,232120,6037232120,"Census Tract 2321.20, Los Angeles County, California",1027,18,1952,27,60,2.8,1.218111,19938,3376,25.8,3376,910,660
4549,2322,6037232200,"Census Tract 2322, Los Angeles County, California",842,0,1940,5,8,4.3,1.964371,24830,3010,28.7,2949,797,619
4550,2323,6037232300,"Census Tract 2323, Los Angeles County, California",1135,12,1941,67,61,4.6,2.003524,27958,3791,30.3,3747,1013,753
4551,2324,6037232400,"Census Tract 2324, Los Angeles County, California",2038,18,1943,28,60,3.8,1.745829,24464,6366,30.1,6262,1841,1353
4552,2325,6037232500,"Census Tract 2325, Los Angeles County, California",1456,7,1947,28,46,3.6,1.561813,25614,4249,28.1,4208,1303,911
4553,2326,6037232600,"Census Tract 2326, Los Angeles County, California",1771,30,1948,124,114,3.8,1.599097,25094,5460,27.9,5452,1545,1152
4554,2327,6037232700,"Census Tract 2327, Los Angeles County, California",1317,6,1949,24,27,3.3,1.616553,19410,4614,26,4585,1182,893
4555,2328,6037232800,"Census Tract 2328, Los Angeles County, California",1148,0,1950,31,47,3.4,1.493031,21797,4264,24.8,4264,1033,823
4556,2340,6037234e3,"Census Tract 2340, Los Angeles County, California",2011,0,1943,9,0,5.2,2.187469,33808,5053,37.8,5046,1903,1264
4557,2342,6037234200,"Census Tract 2342, Los Angeles County, California",1104,0,1947,7,24,5.6,2.279891,37857,2361,48,2361,1082,642
4558,2343,6037234300,"Census Tract 2343, Los Angeles County, California",2392,0,1945,28,68,4.1,1.534281,31443,4262,37.8,4262,2222,1031
4559,2345,6037234500,"Census Tract 2345, Los Angeles County, California",2038,0,1945,26,33,4.1,1.79735,30539,5373,33.5,5355,1882,1227
4560,2346,6037234600,"Census Tract 2346, Los Angeles County, California",1674,0,1945,33,24,4.9,2.159498,32164,4813,34.7,4753,1546,1113
4561,2347,6037234700,"Census Tract 2347, Los Angeles County, California",1463,0,1945,26,4,4.1,1.766234,28972,3968,31.9,3927,1352,930
4562,2348,6037234800,"Census Tract 2348, Los Angeles County, California",1129,0,1948,25,68,4.9,2.144376,33833,3314,32.3,3314,1039,767
4563,2349,6037234900,"Census Tract 2349, Los Angeles County, California",2599,0,1957,102,121,3.2,1.296653,18655,7064,27.2,6935,2347,1619
4564,2351,6037235100,"Census Tract 2351, Los Angeles County, California",1784,13,1945,6,24,5.1,2.304933,51989,4667,36.9,4649,1721,1207
4565,235201,6037235201,"Census Tract 2352.01, Los Angeles County, California",1004,0,1942,13,11,4.9,2.076693,31379,2719,34.4,2706,896,653
4566,235202,6037235202,"Census Tract 2352.02, Los Angeles County, California",1862,0,1954,25,60,3.6,1.664876,26085,4730,29.7,4707,1701,1095
4567,2360,6037236e3,"Census Tract 2360, Los Angeles County, California",2139,0,1950,13,0,4.9,2.108929,47880,4182,45.6,4172,2071,1090
4568,2361,6037236100,"Census Tract 2361, Los Angeles County, California",2678,0,1954,9,28,3.8,1.53286,18549,5172,40.3,5050,2511,1239
4569,236201,6037236201,"Census Tract 2362.01, Los Angeles County, California",2883,0,1955,15,122,3.2,1.26743,20718,6289,29.4,6289,2591,1474
4570,236202,6037236202,"Census Tract 2362.02, Los Angeles County, California",2480,0,1955,39,59,3.2,1.26129,18606,6021,27.8,6021,2272,1369
4571,2364,6037236400,"Census Tract 2364, Los Angeles County, California",1919,0,1957,0,0,4.9,2.182908,58598,4193,39.6,4193,1901,1130
4572,2371,6037237100,"Census Tract 2371, Los Angeles County, California",1911,6,1956,49,74,3.7,1.694924,22247,6558,25.4,6534,1732,1321
4573,2372,6037237200,"Census Tract 2372, Los Angeles County, California",1857,0,1949,8,48,3.9,1.738826,24910,6071,26.9,6071,1673,1266
4574,2373,6037237300,"Census Tract 2373, Los Angeles County, California",2000,0,1943,18,24,4.5,1.9475,29449,5495,32.4,5493,1845,1271
4575,2374,6037237400,"Census Tract 2374, Los Angeles County, California",2371,0,1944,19,20,4.4,1.867988,31178,7899,29.1,7890,2182,1667
4576,2375,6037237500,"Census Tract 2375, Los Angeles County, California",1145,12,1962,6,27,3.1,1.316157,20109,3673,24.9,3668,1048,796
4577,2376,6037237600,"Census Tract 2376, Los Angeles County, California",1655,7,1959,109,109,3.5,1.535952,20212,5750,25.1,5677,1497,1119
4578,237710,6037237710,"Census Tract 2377.10, Los Angeles County, California",1289,0,1958,40,59,3.3,1.546936,23186,3883,25.3,3883,1092,846
4579,237720,6037237720,"Census Tract 2377.20, Los Angeles County, California",929,0,1958,12,32,3.1,1.317546,16310,3381,22.1,3357,856,669
4580,2378,6037237800,"Census Tract 2378, Los Angeles County, California",1389,0,1947,8,16,5.1,2.260619,31926,4217,31.6,4186,1301,979
4581,2379,6037237900,"Census Tract 2379, Los Angeles County, California",1343,0,1943,11,16,5.5,2.256143,34314,3537,35.9,3537,1272,895
4582,2380,6037238e3,"Census Tract 2380, Los Angeles County, California",2138,8,1947,32,41,5.2,2.224509,43375,5963,34.9,5947,2030,1490
4583,2381,6037238100,"Census Tract 2381, Los Angeles County, California",1745,8,1949,17,33,4.7,2.068195,38860,4585,33.5,4565,1630,1145
4584,2382,6037238200,"Census Tract 2382, Los Angeles County, California",2233,22,1952,39,70,4.1,1.724138,29167,5243,35,5243,2072,1230
4585,238310,6037238310,"Census Tract 2383.10, Los Angeles County, California",1553,8,1963,18,27,3,1.460399,15563,5281,22.5,5272,1376,1085
4586,238320,6037238320,"Census Tract 2383.20, Los Angeles County, California",1325,0,1960,9,63,3,1.25283,16914,4214,23.4,4136,1156,887
4587,2384,6037238400,"Census Tract 2384, Los Angeles County, California",1587,0,1943,0,35,5.4,2.335224,40500,4160,38.1,4152,1513,1083
4588,2392,6037239200,"Census Tract 2392, Los Angeles County, California",1731,9,1953,13,73,3.4,1.513576,24256,6466,24.3,6454,1509,1206
4589,239310,6037239310,"Census Tract 2393.10, Los Angeles County, California",718,0,1950,5,45,3.8,1.694986,19976,2629,23.9,2628,654,523
4590,239320,6037239320,"Census Tract 2393.20, Los Angeles County, California",708,11,1950,28,18,3.7,1.620056,24219,2992,23.9,2992,712,590
4591,239330,6037239330,"Census Tract 2393.30, Los Angeles County, California",674,0,1944,57,80,4,1.660237,29444,2654,24.7,2654,618,517
4592,2395,6037239500,"Census Tract 2395, Los Angeles County, California",1693,5,1948,22,25,3.9,1.712345,21392,5995,25.7,5978,1559,1217
4593,2396,6037239600,"Census Tract 2396, Los Angeles County, California",1423,20,1957,18,90,3.1,1.42305,20896,5167,23.2,5156,1255,1028
4594,2397,6037239700,"Census Tract 2397, Los Angeles County, California",1577,12,1960,19,16,3.8,1.692454,23214,5991,23.2,5991,1439,1183
4595,2398,6037239800,"Census Tract 2398, Los Angeles County, California",2127,0,1954,52,51,3.6,1.589563,20039,7563,24.4,7496,1931,1505
4596,240010,6037240010,"Census Tract 2400.10, Los Angeles County, California",1012,0,1956,16,10,3.4,1.469368,16776,3536,22.7,3529,891,724
4597,240020,6037240020,"Census Tract 2400.20, Los Angeles County, California",1175,0,1956,44,45,3.5,1.594894,21377,4262,25,4262,1117,867
4598,2402,6037240200,"Census Tract 2402, Los Angeles County, California",1535,0,1958,6,16,3.5,1.472964,24395,5488,24.9,5376,1355,1071
4599,2403,6037240300,"Census Tract 2403, Los Angeles County, California",1752,8,1959,50,83,3.2,1.354452,18906,5945,22.8,5945,1523,1206
4600,2404,6037240400,"Census Tract 2404, Los Angeles County, California",1744,16,1954,66,41,3.7,1.549885,24525,5899,24.8,5899,1627,1298
4601,2405,6037240500,"Census Tract 2405, Los Angeles County, California",1760,6,1957,16,58,3.8,1.63125,20781,5896,24.7,5850,1554,1232
4602,2406,6037240600,"Census Tract 2406, Los Angeles County, California",1202,0,1958,0,10,4.1,1.881864,21391,4135,25.2,4135,1106,850
4603,2407,6037240700,"Census Tract 2407, Los Angeles County, California",1568,14,1953,11,17,4.2,1.992347,24364,5240,27.9,5209,1423,1109
4604,2408,6037240800,"Census Tract 2408, Los Angeles County, California",1063,0,1954,3,3,4,1.810913,23969,3817,23,3782,952,771
4605,2409,6037240900,"Census Tract 2409, Los Angeles County, California",1205,13,1956,41,42,3.5,1.79834,24858,4678,23.6,4678,1067,883
4606,2410,6037241e3,"Census Tract 2410, Los Angeles County, California",1704,0,1956,37,33,4.2,2.153756,23920,5900,26.1,5795,1570,1215
4607,241110,6037241110,"Census Tract 2411.10, Los Angeles County, California",742,0,1963,8,16,3.8,1.876011,19194,2689,23.5,2686,685,533
4608,241120,6037241120,"Census Tract 2411.20, Los Angeles County, California",1628,9,1964,69,85,3.7,1.753686,21385,5656,23.2,5639,1376,1136
4609,2412,6037241200,"Census Tract 2412, Los Angeles County, California",1567,23,1948,0,23,4.3,1.910019,25456,4835,30.4,4813,1464,1096
4610,2413,6037241300,"Census Tract 2413, Los Angeles County, California",891,0,1958,29,10,3.6,1.64422,26419,2955,27.1,2939,859,674
4611,2414,6037241400,"Census Tract 2414, Los Angeles County, California",1156,0,1957,4,38,3.9,1.738754,24147,4212,23.8,4212,1032,833
4612,2420,6037242e3,"Census Tract 2420, Los Angeles County, California",954,0,1950,32,42,4,1.904612,20776,3194,23.8,3190,837,646
4613,2421,6037242100,"Census Tract 2421, Los Angeles County, California",708,0,1955,20,13,3.7,1.844633,13306,2649,16.9,2649,666,581
4614,2422,6037242200,"Census Tract 2422, Los Angeles County, California",1472,8,1963,11,45,3.7,1.716712,25169,5550,22.2,5521,1274,1039
4615,2423,6037242300,"Census Tract 2423, Los Angeles County, California",1056,0,1961,15,48,3.7,1.904356,22759,3784,22.3,3781,925,745
4616,2426,6037242600,"Census Tract 2426, Los Angeles County, California",1245,0,1952,35,36,3.3,1.717269,12053,4653,16.5,4640,1205,1055
4617,2427,6037242700,"Census Tract 2427, Los Angeles County, California",1150,12,1965,20,20,3.7,2.088696,20378,4739,24.2,4658,1046,828
4618,2430,6037243e3,"Census Tract 2430, Los Angeles County, California",1247,3,1960,32,23,3.5,1.817963,23092,5483,22.7,5473,1125,1002
4619,2431,6037243100,"Census Tract 2431, Los Angeles County, California",1226,0,1960,3,23,3.7,1.866232,17818,4778,21.3,4648,1107,957
4620,250101,6095250101,"Census Tract 2501.01, Solano County, California",2479,22,1976,17,24,6.2,3.077854,64375,7437,38.7,7189,2428,1836
4621,250102,6095250102,"Census Tract 2501.02, Solano County, California",2305,0,1989,20,19,6.2,3.263341,77247,7188,33.2,7175,2212,1813
4622,2502,6095250200,"Census Tract 2502, Solano County, California",1445,65,1957,6,0,5.1,2.634602,43463,3876,37,3819,1411,1003
4623,2503,6095250300,"Census Tract 2503, Solano County, California",1222,33,1954,0,0,5,2.405892,44643,3367,37.3,3261,1171,855
4624,2504,6095250400,"Census Tract 2504, Solano County, California",1274,0,1946,9,15,4.8,2.200942,42234,3235,34.7,3228,1228,816
4625,250501,6095250501,"Census Tract 2505.01, Solano County, California",805,36,1958,6,7,5.3,2.768944,50592,2194,37.6,2163,753,550
4626,250502,6095250502,"Census Tract 2505.02, Solano County, California",1195,0,1975,0,0,5.8,3.102929,61358,3434,39.3,3389,1162,877
4627,250601,6095250601,"Census Tract 2506.01, Solano County, California",1536,0,1958,13,0,5.1,2.635417,50060,4915,31.4,4903,1473,1136
4628,250603,6095250603,"Census Tract 2506.03, Solano County, California",2966,9,1987,32,0,6.1,3.162171,77164,8750,37.3,8734,2914,2226
4629,250701,6095250701,"Census Tract 2507.01, Solano County, California",1238,355,1963,0,16,4.4,2.125202,32232,3261,32.9,3245,1127,758
4630,250702,6095250702,"Census Tract 2507.02, Solano County, California",1313,214,1980,15,0,4.3,1.865956,38934,3102,34.1,3098,1255,834
4631,2508,6095250800,"Census Tract 2508, Solano County, California",33,0,1977,0,0,4.6,3.151515,17188,149,23.5,82,36,10
4632,2509,6095250900,"Census Tract 2509, Solano County, California",1550,0,1962,16,37,3.1,1.382581,16356,3123,32.9,3105,1468,692
4633,2510,6095251e3,"Census Tract 2510, Solano County, California",1301,6,1939,6,19,4.1,1.866257,29750,2803,32.5,2788,1152,628
4634,2511,6095251100,"Census Tract 2511, Solano County, California",1206,15,1945,14,20,4.4,2.019071,37391,3436,30.7,3402,1119,760
4635,2512,6095251200,"Census Tract 2512, Solano County, California",1165,0,1945,0,6,4.5,2.026609,36125,3186,33.4,3131,1116,723
4636,2513,6095251300,"Census Tract 2513, Solano County, California",1261,5,1945,12,0,5.9,2.802538,56382,3048,40.3,3041,1222,824
4637,2514,6095251400,"Census Tract 2514, Solano County, California",2278,106,1956,12,6,5.3,2.552239,5e4,5450,38.9,5428,2164,1436
4638,2515,6095251500,"Census Tract 2515, Solano County, California",1510,0,1946,12,0,4.1,1.884106,33699,3852,31.2,3806,1415,880
4639,2516,6095251600,"Census Tract 2516, Solano County, California",1236,9,1941,14,14,3.9,1.822816,28368,2986,30.2,2977,1139,664
4640,251701,6095251701,"Census Tract 2517.01, Solano County, California",1648,0,1954,8,7,4.3,1.845874,37484,4068,32.3,3980,1532,946
4641,251702,6095251702,"Census Tract 2517.02, Solano County, California",720,0,1976,0,0,4.5,2.268056,43693,2073,30.2,2073,714,510
4642,251802,6095251802,"Census Tract 2518.02, Solano County, California",786,350,1970,15,9,3.6,1.664122,28750,1537,41.4,1534,740,344
4643,251803,6095251803,"Census Tract 2518.03, Solano County, California",1465,0,1971,0,7,5.8,3.081911,56071,5242,35,5139,1440,1209
4644,251804,6095251804,"Census Tract 2518.04, Solano County, California",1031,0,1980,0,0,6.1,3.118332,71116,4190,34.8,4121,1009,927
4645,251901,6095251901,"Census Tract 2519.01, Solano County, California",1948,0,1975,6,13,4.7,2.359856,45684,5784,36,5292,1892,1300
4646,251902,6095251902,"Census Tract 2519.02, Solano County, California",1716,65,1975,0,10,6,3.15035,58284,6381,32.6,6264,1691,1459
4647,251903,6095251903,"Census Tract 2519.03, Solano County, California",1646,0,1982,7,0,6.1,3.213244,62606,5963,34,5889,1618,1409
4648,2520,6095252e3,"Census Tract 2520, Solano County, California",2105,260,1972,4,4,5,2.352494,50976,4166,45.6,4139,2008,1070
4649,252102,6095252102,"Census Tract 2521.02, Solano County, California",1634,43,1965,16,9,4.9,2.44492,55135,4096,35.8,4096,1585,1083
4650,252103,6095252103,"Census Tract 2521.03, Solano County, California",1902,0,1984,10,0,5.4,2.693481,71019,5367,34.9,5343,1859,1382
4651,252104,6095252104,"Census Tract 2521.04, Solano County, California",1265,0,1988,0,0,7.5,3.745455,101904,4221,37.3,4221,1257,1155
4652,252105,6095252105,"Census Tract 2521.05, Solano County, California",1331,0,1984,0,0,6.4,2.995492,74167,3635,38.9,3635,1315,983
4653,252106,6095252106,"Census Tract 2521.06, Solano County, California",1727,0,1979,0,0,5.9,2.878981,61947,4467,38.2,4447,1717,1193
4654,252107,6095252107,"Census Tract 2521.07, Solano County, California",1450,0,1977,0,0,6,2.981379,69923,3736,38.8,3736,1434,1041
4655,252108,6095252108,"Census Tract 2521.08, Solano County, California",1207,14,1976,0,0,5.9,3.015742,61854,3131,38.9,3124,1185,873
4656,252201,6095252201,"Census Tract 2522.01, Solano County, California",1884,0,1992,6,0,7.3,3.461253,87062,5204,37.8,5204,1830,1560
4657,252202,6095252202,"Census Tract 2522.02, Solano County, California",2040,23,1990,18,0,6.1,3.242647,73452,6725,31.3,6653,2013,1703
4658,252305,6095252305,"Census Tract 2523.05, Solano County, California",1147,0,1978,0,0,7.4,3.850044,71862,3256,41.3,3221,1120,909
4659,252306,6095252306,"Census Tract 2523.06, Solano County, California",1146,0,1980,0,0,7,3.665794,75870,3395,39.9,3376,1128,948
